href,text,time
./202312/t20231218_11205835.shtml,外交部国际司司长申博出席联合国“人权75”高级别论坛和全球难民论坛,2023-12-17
./202312/t20231215_11203031.shtml,外交部亚洲司司长刘劲松会见巴基斯坦新任驻华大使哈什米,2023-12-15
./202312/t20231214_11202557.shtml,外交部礼宾司司长洪磊接受玻利维亚新任驻华大使西莱斯递交国书副本,2023-12-14
./202312/t20231214_11202488.shtml,外交部国际司司长申博会见联合国人权高专图尔克,2023-12-14
./202312/t20231214_11202315.shtml,外交部非洲之角事务特使薛冰访问埃塞俄比亚阿法尔州,2023-12-14
./202312/t20231214_11202314.shtml,外交部非洲之角事务特使薛冰访问埃塞俄比亚提格雷州,2023-12-14
./202312/t20231213_11201335.shtml,中国—中东欧国家合作秘书处举办中东欧国家驻华使馆通报会,2023-12-13
./202312/t20231213_11201323.shtml,中俄举行人权事务磋商,2023-12-13
./202312/t20231212_11200913.shtml,埃塞俄比亚副总理兼外长德梅克会见外交部非洲之角事务特使薛冰,2023-12-12
./202312/t20231212_11200718.shtml,中国代表团出席《联合国反腐败公约》缔约国会议,2023-12-12
./202312/t20231212_11200715.shtml,中国代表团团长谢锋在《联合国反腐败公约》第十届缔约国会议上的一般性发言,2023-12-12
./202312/t20231208_11197088.shtml,外交部条法司司长马新民在澳门特区举行涉澳外交条法工作年度磋商,2023-12-08
./202312/t20231208_11197022.shtml,外交部欧洲司负责人就第二十四次中国—欧盟领导人会晤接受媒体采访,2023-12-08
./202312/t20231205_11195124.shtml,外交部礼宾司司长洪磊接受老挝新任驻华大使宋蓬递交国书副本,2023-12-05
./202312/t20231204_11194255.shtml,外交部外管司司长陈立出席“中国JET国际交流员项目实施30周年纪念研讨会”并致辞,2023-12-04
./202312/t20231204_11193971.shtml,外交部亚洲司司长出席泰国国庆招待会,2023-12-04
./202312/t20231201_11193129.shtml,中国政府欧洲事务特别代表吴红波访问波兰,2023-12-01
./202312/t20231201_11193026.shtml,外交部组织驻华使节深圳行,2023-12-01
./202312/t20231201_11193024.shtml,外交部礼宾司司长洪磊接受白俄罗斯新任驻华大使切尔维亚科夫递交国书副本,2023-12-01
./202312/t20231201_11190746.shtml,中印举行边境事务磋商和协调工作机制第28次会议,2023-12-01
./202311/t20231129_11189436.shtml,中国政府非洲事务特别代表刘豫锡出席第九届达喀尔非洲和平与安全国际论坛,2023-11-29
./202311/t20231129_11189130.shtml,中国政府欧洲事务特别代表吴红波访问奥地利,2023-11-29
./202311/t20231128_11188536.shtml,中法举行第六轮领事磋商,2023-11-28
./202311/t20231127_11187668.shtml,中国政府欧洲事务特别代表吴红波会见匈牙利政府高官,2023-11-27
./202311/t20231124_11186478.shtml,外交部中国—中东欧国家合作事务特别代表姜瑜访问罗马尼亚、塞尔维亚、北马其顿,2023-11-24
./202311/t20231124_11186269.shtml,中国政府欧洲事务特别代表吴红波访问匈牙利并出席布达佩斯欧亚论坛,2023-11-24
./202311/t20231123_11185945.shtml,外交部礼宾司司长洪磊分别接受塞拉利昂、东帝汶新任驻华大使递交国书副本,2023-11-23
./202311/t20231123_11185895.shtml,外交部外管司司长陈立出席第20届K2H国际交流公务员研讨会并致辞,2023-11-23
./202311/t20231121_11184774.shtml,外交部亚洲司司长刘劲松会见缅甸驻华大使丁貌瑞,2023-11-21
./202311/t20231121_11184532.shtml,外交部阿富汗事务特使岳晓勇会见巴基斯坦新任驻华大使哈什米,2023-11-21
./202311/t20231120_11183213.shtml,中国政府中东问题特使翟隽会见巴林外交次大臣阿卜杜拉,2023-11-20
./202311/t20231119_11183097.shtml,中国政府中东问题特使翟隽出席第19届麦纳麦对话会,2023-11-19
./202311/t20231117_11182052.shtml,中国政府朝鲜半岛事务特别代表刘晓明会见瑞士日内瓦安全政策研究中心主任格雷明格,2023-11-17
./202311/t20231116_11181740.shtml,外交部非洲司司长吴鹏出席第二届中非农业合作论坛开幕式,2023-11-16
./202311/t20231116_11181158.shtml,中国政府中东问题特使翟隽出席第15届地中海南方论坛开幕式,2023-11-16
./202311/t20231114_11179812.shtml,外交部阿富汗事务特使岳晓勇出席中国—阿富汗—巴基斯坦三国青年外交官交流研修班开班式,2023-11-14
./202311/t20231114_11179666.shtml,第六届“中国—北欧杯”足球邀请赛成功举办,2023-11-14
./202311/t20231114_11179605.shtml,中国政府中东问题特使翟隽访问土耳其,2023-11-14
./202311/t20231113_11179305.shtml,外交部礼宾司司长洪磊接受巴基斯坦新任驻华大使哈什米递交国书副本,2023-11-13
./202311/t20231113_11178993.shtml,中国政府太平洋岛国事务特使钱波出席太平洋岛国论坛对话会,2023-11-13
./202311/t20231110_11177122.shtml,中国政府中东问题特使翟隽出席支援加沙平民国际人道主义会议,2023-11-10
./202311/t20231110_11177106.shtml,外交部亚洲司司长刘劲松会见新加坡驻华大使陈海泉,2023-11-10
./202311/t20231109_11176855.shtml,外交部礼宾司司长洪磊分别接受罗马尼亚、马来西亚新任驻华大使递交国书副本,2023-11-09
./202311/t20231109_11176761.shtml,中国政府太平洋岛国事务特使钱波会见库克群岛总理布朗,2023-11-09
./202311/t20231108_11176116.shtml,外交部亚洲司司长刘劲松会见土耳其驻华大使穆萨,2023-11-08
./202311/t20231108_11176054.shtml,中美举行军控与防扩散磋商,2023-11-08
./202311/t20231107_11175370.shtml,中国政府中东问题特使翟隽会见欧盟驻华代表团临时代办雷默斯,2023-11-07
./202311/t20231107_11175357.shtml,中国政府中东问题特使翟隽会见美国驻华大使伯恩斯,2023-11-07
./202311/t20231107_11175356.shtml,中国布隆迪外交部举行第七轮政治磋商,2023-11-07
./202311/t20231106_11174445.shtml,中国政府欧洲事务特别代表吴红波出席马耳他驻华使馆新馆舍启用仪式,2023-11-06
./202311/t20231106_11174333.shtml,中国政府拉美事务特别代表邱小琪出席中拉智库合作对话会并致辞,2023-11-06
./202311/t20231104_11174092.shtml,中美举行外交政策磋商,2023-11-04
./202311/t20231104_11174045.shtml,中美举行海洋事务磋商,2023-11-04
./202311/t20231103_11173762.shtml,外交部亚洲司司长刘劲松会见印度学者访华团,2023-11-03
./202311/t20231103_11173761.shtml,外交部亚洲司司长刘劲松会见巴基斯坦驻华大使哈克,2023-11-03
./202311/t20231102_11172393.shtml,外交部礼宾司司长洪磊接受阿尔及利亚新任驻华大使拉赫桑递交国书副本,2023-11-02
./202311/t20231102_11172324.shtml,中奥举行外交政策磋商,2023-11-02
./202310/t20231031_11171201.shtml,外交部亚洲司司长分别与英国、法国外交官谈亚洲事务,2023-10-31
./202310/t20231030_11170754.shtml,中国政府朝鲜半岛事务特别代表刘晓明同美国对朝政策特别代表金圣视频通话,2023-10-30
./202310/t20231030_11170699.shtml,外交部军控司司长孙晓波与《全面禁核试条约》组织执行秘书弗洛伊德会谈,2023-10-30
./202310/t20231030_11170690.shtml,中国政府中东问题特使翟隽访问约旦,2023-10-30
./202310/t20231030_11170639.shtml,外交部条法司在第78届联大国际法周举办气候变化主题边会,2023-10-30
./202310/t20231030_11170344.shtml,中国政府中东问题特使翟隽会见联合国近东救济工程处主任专员拉扎里尼,2023-10-30
./202310/t20231027_11169437.shtml,中国政府中东问题特使翟隽访问沙特,2023-10-27
./202310/t20231026_11169020.shtml,落实《南海各方行为宣言》第21次高官会在北京举行,2023-10-26
./202310/t20231025_11168352.shtml,外交部礼宾司司长洪磊分别接受哥斯达黎加、牙买加新任驻华大使递交国书副本,2023-10-25
./202310/t20231025_11168153.shtml,第十届中阿关系暨中阿文明对话研讨会在阿联酋举行,2023-10-25
./202310/t20231025_11168158.shtml,中国政府中东问题特使翟隽访问阿联酋,2023-10-25
./202310/t20231025_11167728.shtml,外交部亚洲司司长刘劲松会见不丹外秘白玛·曲登,2023-10-25
./202310/t20231024_11167151.shtml,中智举行第二轮领事磋商,2023-10-24
./202310/t20231024_11167060.shtml,外交部非洲司司长吴鹏出席《2023中国企业投资非洲报告》发布会,2023-10-24
./202310/t20231024_11167009.shtml,外交部阿富汗事务特使岳晓勇会见土耳其驻华大使穆萨,2023-10-24
./202310/t20231023_11166273.shtml,中国政府中东问题特使翟隽访问埃及,2023-10-23
./202310/t20231023_11165778.shtml,外交部阿富汗事务特使岳晓勇与阿富汗临时政府代理商工部长会见,2023-10-23
./202310/t20231023_11165777.shtml,外交部阿富汗事务特使岳晓勇会见巴基斯坦外秘卡兹,2023-10-23
./202310/t20231022_11165699.shtml,中国政府中东问题特使翟隽会见阿盟秘书长盖特,2023-10-22
./202310/t20231022_11165638.shtml,中国政府中东问题特使翟隽出席巴勒斯坦问题开罗和平峰会,2023-10-22
./202310/t20231020_11165172.shtml,中方将派团出席在埃及开罗举行的巴勒斯坦问题峰会,2023-10-20
./202310/t20231020_11164661.shtml,中国政府拉美事务特别代表邱小琪会见智利前总统弗雷,2023-10-20
./202310/t20231020_11164503.shtml,中国政府中东问题特使翟隽会见俄罗斯总统中东和非洲国家事务特别代表、外交部副部长博格丹诺夫,2023-10-20
./202310/t20231020_11164499.shtml,中国政府中东问题特使翟隽访问卡塔尔,2023-10-20
./202310/t20231019_11163764.shtml,外交部条法司司长马新民在第三届“一带一路”国际合作高峰论坛廉洁丝绸之路专题论坛第一议题“成效与贡献”的发言,2023-10-19
./202310/t20231018_11163320.shtml,中国政府拉美事务特别代表邱小琪会见乌拉圭总统府秘书长德尔加多,2023-10-18
./202310/t20231018_11163281.shtml,中蒙举行第二十三轮领事磋商,2023-10-18
./202310/t20231018_11163222.shtml,中国政府太平洋岛国事务特使钱波会见斐济副总理兼旅游和民航部长加沃卡,2023-10-18
./202310/t20231018_11162818.shtml,中国政府非洲事务特别代表刘豫锡出席肯尼亚—中国投资交流会,2023-10-18
./202310/t20231017_11162398.shtml,中国政府中东问题特使翟隽会见以色列驻华大使潘绮瑞,2023-10-17
./202310/t20231016_11161664.shtml,中国政府中东问题特使翟隽会见法国驻华大使白玉堂,2023-10-16
./202310/t20231016_11161450.shtml,中国政府非洲事务特别代表刘豫锡访问毛里求斯,2023-10-16
./202310/t20231015_11161134.shtml,中国政府中东问题特使翟隽就巴以局势同挪威中东和平进程特使哈拉德斯塔德通电话,2023-10-15
./202310/t20231014_11161013.shtml,​中国政府中东问题特使翟隽就巴以局势同欧盟中东和平进程特别代表库普曼斯通电话,2023-10-14
./202310/t20231014_11161011.shtml,中国政府中东问题特使翟隽就巴以局势同联合国中东和平进程特别协调员温尼斯兰德通电话,2023-10-14
./202310/t20231014_11161009.shtml,中国政府中东问题特使翟隽就巴以局势同阿联酋国务部长哈利法通电话,2023-10-14
./202310/t20231014_11160818.shtml,中国政府中东问题特使翟隽应约集体会见阿拉伯国家驻华使节和阿盟驻华代表处负责人,2023-10-14
./202310/t20231013_11160664.shtml,中日举行海洋事务高级别磋商机制第十六轮磋商,2023-10-13
./202310/t20231013_11160427.shtml,中国政府中东问题特使翟隽就巴以局势同沙特外交部次大臣通电话,2023-10-13
./202310/t20231012_11160079.shtml,中国政府中东问题特使翟隽就以巴局势同以色列外交部副总司长哈帕兹通电话,2023-10-12
./202310/t20231012_11160038.shtml,外交部礼宾司司长洪磊分别接受坦桑尼亚、肯尼亚新任驻华大使递交国书副本,2023-10-12
./202310/t20231012_11160033.shtml,中国政府非洲事务特别代表刘豫锡出席环印度洋联盟第二十三届部长理事会会议,2023-10-12
./202310/t20231012_11160024.shtml,外交部非洲之角事务特使薛冰会见联合国人道主义事务协调司司长拉贾辛加姆,2023-10-12
./202310/t20231012_11160022.shtml,中国政府欧洲事务特别代表吴红波出席西班牙国庆招待会,2023-10-12
./202310/t20231012_11159987.shtml,外交部阿富汗事务特使岳晓勇会见联合国秘书长阿富汗问题独立评估特别协调员,2023-10-12
./202310/t20231011_11159493.shtml,中国政府中东问题特使翟隽就巴以局势同巴勒斯坦外交部第一副部长贾多通电话,2023-10-11
./202310/t20231010_11158898.shtml,中国政府中东问题特使翟隽就巴以局势同埃及外交部巴勒斯坦事务部长助理乌萨玛通电话,2023-10-10
./202310/t20231010_11158838.shtml,外交部礼宾司司长洪磊接受阿塞拜疆新任驻华大使胡赛诺夫递交国书副本,2023-10-10
./202310/t20231007_11157175.shtml,中国、阿富汗、巴基斯坦举行三方会议,2023-10-07
./202310/t20231007_11157173.shtml,外交部阿富汗事务特使岳晓勇出席第五次阿富汗问题“莫斯科模式”会议,2023-10-07
./202310/t20231007_11157142.shtml,中国代表团团长、外交部军控司司长孙晓波在第78届联大一委一般性辩论上的发言,2023-10-07
./202310/t20231007_11156372.shtml,外交部礼宾司司长洪磊接受洪都拉斯首任驻华大使蒙卡达递交国书副本,2023-10-07
./202309/t20230928_11152970.shtml,中国政府拉美事务特别代表邱小琪出席古巴驻华使馆庆祝中古建交63周年招待会,2023-09-28
./202309/t20230927_11151139.shtml,第四届中国—阿拉伯国家改革发展论坛成功举办,2023-09-27
./202309/t20230926_11150440.shtml,外交部组织驻华使节代表团赴安徽参访,2023-09-26
./202309/t20230925_11149043.shtml,中国政府拉美事务特别代表邱小琪出席乌拉圭驻华使馆举办的活动,2023-09-25
./202309/t20230922_11148254.shtml,中国政府拉美事务特别代表邱小琪分别出席巴西、墨西哥独立招待会,2023-09-22
./202309/t20230921_11147578.shtml,中国政府拉美事务特别代表邱小琪出席智利独立213周年招待会,2023-09-21
./202309/t20230921_11147559.shtml,中国同非洲之角国家农业合作交流会在陕西杨凌召开,2023-09-21
./202309/t20230921_11146689.shtml,外交部礼宾司司长洪磊接受厄瓜多尔新任驻华大使科尔多瓦递交国书副本,2023-09-21
./202307/t20230723_11116742.shtml,中日外交部亚洲司长机制性磋商在东京举行,2023-07-23
./202309/t20230920_11145843.shtml,非洲之角国家驻华使节出席第三十届中国杨凌农业高新科技成果博览会和2023年全球土壤健康论坛高峰对话,2023-09-20
./202309/t20230920_11145797.shtml,外交部礼宾司司长洪磊接受卢森堡新任驻华大使卢睿朗递交国书副本,2023-09-20
./202309/t20230920_11145601.shtml,中英举行军控与防扩散磋商,2023-09-20
./202309/t20230919_11145012.shtml,中国首次参与国际海洋法法庭口头程序,2023-09-19
./202309/t20230915_11143298.shtml,中伊（朗）举行第八轮领事磋商,2023-09-15
./202309/t20230915_11143293.shtml,外交部亚洲司司长会见巴基斯坦友人,2023-09-15
./202309/t20230914_11143004.shtml,中国政府中东问题特使翟隽会见也门驻华大使梅塔米,2023-09-14
./202309/t20230914_11142809.shtml,外交部非洲司司长吴鹏出席非洲青少年“我的梦想”主题绘画作品大赛颁奖仪式,2023-09-14
./202309/t20230913_11142309.shtml,外交部亚洲司司长刘劲松会见尼泊尔驻华大使施雷斯塔,2023-09-13
./202309/t20230912_11141697.shtml,外交部礼宾司司长洪磊分别接受科威特、赤道几内亚新任驻华大使递交国书副本,2023-09-12
./202309/t20230912_11141463.shtml,外交部阿富汗事务特使岳晓勇访问巴基斯坦、卡塔尔、沙特,2023-09-12
./202309/t20230911_11141144.shtml,外交部礼宾司司长洪磊接受荷兰新任驻华大使昊使博递交国书副本,2023-09-11
./202309/t20230911_11140914.shtml,外交部赴浙江、江苏举办“驻华使节地方行”活动考察数字经济和新能源产业集群,2023-09-11
./202309/t20230908_11140289.shtml,外交部组织驻华使节代表团赴山西参访,2023-09-08
./202309/t20230907_11139761.shtml,外交部条法司司长马新民同俄罗斯外交部条法司司长举行国际法磋商,2023-09-07
./202309/t20230906_11139201.shtml,外交部礼宾司司长洪磊接受波兰新任驻华大使古天卫递交国书副本,2023-09-06
./202309/t20230904_11137709.shtml,外交部国际司司长申博会见意大利外交部政治及安全事务总司长费拉拉,2023-09-04
./202309/t20230904_11137518.shtml,中国政府欧洲事务特别代表吴红波访问保加利亚,2023-09-04
./202309/t20230901_11137019.shtml,外交部领事司司长吴玺会见约旦驻华大使侯赛尼,2023-09-01
./202309/t20230901_11137011.shtml,外交部领事司司长吴玺会见伊朗驻华大使巴赫蒂亚尔,2023-09-01
./202308/t20230831_11136261.shtml,中国政府欧洲事务特别代表吴红波访问斯洛文尼亚,2023-08-31
./202308/t20230830_11135620.shtml,​中国和巴基斯坦举行军控与防扩散磋商,2023-08-30
./202308/t20230830_11135425.shtml,中国政府非洲事务特别代表刘豫锡出席中国—非洲合作发展研讨会,2023-08-30
./202308/t20230829_11134995.shtml,中缅举行《边境管理与合作协定》执行情况第17轮司局级会晤,2023-08-29
./202308/t20230828_11133955.shtml,外交部礼宾司司长洪磊接受波斯尼亚和黑塞哥维那新任驻华大使贝尔扬递交国书副本,2023-08-28
./202308/t20230828_11133788.shtml,中国政府欧洲事务特别代表吴红波访问捷克,2023-08-28
./202308/t20230825_11132869.shtml,中国与越南举行人权磋商,2023-08-25
./202308/t20230825_11132513.shtml,中国代表团新闻中心邀请外交部金砖国家事务特使、国际经济司司长李克新举行媒体吹风会,2023-08-25
./202308/t20230824_11132294.shtml,中国与印尼、东盟举行人权交流,2023-08-24
./202308/t20230824_11131959.shtml,中国不丹边界问题专家组第十三次会议联合新闻稿,2023-08-24
./202308/t20230823_11130519.shtml,外交部非洲司司长吴鹏向中外媒体介绍习近平主席对南非国事访问情况,2023-08-23
./202308/t20230821_11129732.shtml,中澳举行第十七轮领事磋商,2023-08-21
./202308/t20230821_11129576.shtml,中国政府欧洲事务特别代表吴红波会见塞尔维亚、波黑、吉尔吉斯斯坦客人,2023-08-21
./202308/t20230818_11128987.shtml,中国与马来西亚举行人权磋商,2023-08-18
./202308/t20230818_11128800.shtml,外交部礼宾司司长洪磊接受瑞典新任驻华大使欧思诚递交国书副本,2023-08-18
./202308/t20230816_11127380.shtml,外交部军控司司长孙晓波与联合国副秘书长、裁军事务高级代表中满泉举行磋商,2023-08-16
./202308/t20230815_11127150.shtml,外交部礼宾司司长洪磊接受赞比亚新任驻华大使齐乌卢递交国书副本,2023-08-15
./202308/t20230809_11124545.shtml,外交部亚洲司司长刘劲松同巴方举行第三次中巴南亚事务磋商,2023-08-09
./202308/t20230808_11123803.shtml,外交部礼宾司司长洪磊接受比利时新任驻华大使递交国书副本,2023-08-08
./202308/t20230807_11123249.shtml,外交部礼宾司司长洪磊接受古巴新任驻华大使白诗德递交国书副本,2023-08-07
./202308/t20230803_11122044.shtml,外交部国际司司长申博会见斯洛文尼亚驻华大使苏岚,2023-08-03
./202308/t20230803_11122006.shtml,中国政府中东问题特使翟隽会见意大利驻华大使安博思,2023-08-03
./202308/t20230802_11121187.shtml,中美外交官员在华盛顿举行工作磋商,2023-08-02
./202308/t20230801_11120907.shtml,外交部军控司司长孙晓波在《不扩散核武器条约》第十一次审议大会第一次筹备会一般性辩论中的发言,2023-08-01
./202308/t20230801_11120835.shtml,中国政府中东问题特使翟隽会见挪威驻华大使白思娜,2023-08-01
./202308/t20230801_11120753.shtml,外交部军控司司长孙晓波阐述中方核领域治理主张,2023-08-01
./202307/t20230731_11120060.shtml,外交部亚洲司司长刘劲松会见日本驻华使馆首席公使小泉勉,2023-07-31
./202307/t20230731_11120011.shtml,中国政府拉美事务特别代表邱小琪出席秘鲁独立202周年招待会,2023-07-31
./202307/t20230728_11119346.shtml,中国政府拉美事务特别代表邱小琪会见智利执政联盟干部考察团,2023-07-28
./202307/t20230728_11119075.shtml,中国政府拉美事务特别代表邱小琪出席哥伦比亚国庆招待会,2023-07-28
./202307/t20230726_11118194.shtml,第十三次涉澳门领事工作年度交流在武汉举行,2023-07-26
./202307/t20230726_11118045.shtml,外交部礼宾司司长洪磊接受突尼斯新任驻华大使阿拉比递交国书副本,2023-07-26
./202307/t20230725_11117676.shtml,外交部组织驻华使节“步入中国中铁”,2023-07-25
./202307/t20230721_11116477.shtml,中国政府欧洲事务特别代表吴红波出席比利时国庆招待会,2023-07-21
./202307/t20230718_11114530.shtml,中国政府太平洋岛国事务特使钱波访问库克群岛,2023-07-18
./202307/t20230717_11114378.shtml,外交部军控司司长孙晓波会见伊朗驻华大使巴赫蒂亚尔,2023-07-17
./202307/t20230717_11114014.shtml,中国政府太平洋岛国事务特使钱波访问基里巴斯,2023-07-17
./202307/t20230712_11111915.shtml,中国政府中东问题特使翟隽访问突尼斯,2023-07-12
./202307/t20230710_11110676.shtml,中国政府非洲事务特别代表刘豫锡访问莱索托,2023-07-10
./202307/t20230710_11110671.shtml,中国与卡塔尔举行人权磋商,2023-07-10
./202307/t20230707_11109957.shtml,外交部军控司司长孙晓波同欧盟对外行动署副秘书长莫拉通电话,2023-07-07
./202307/t20230707_11109882.shtml,中国政府中东问题特使翟隽访问约旦,2023-07-07
./202307/t20230707_11109881.shtml,中国政府中东问题特使翟隽会见联合国秘书长也门问题特使格伦德伯格,2023-07-07
./202307/t20230707_11109834.shtml,中国与埃及、阿盟举行人权磋商交流,2023-07-07
./202307/t20230707_11109625.shtml,中国政府欧洲事务特别代表吴红波访问波黑,2023-07-07
./202307/t20230707_11109624.shtml,中国政府欧洲事务特别代表吴红波访问北马其顿,2023-07-07
./202307/t20230706_11109311.shtml,中国政府中东问题特使翟隽访问卡塔尔,2023-07-06
./202307/t20230706_11109073.shtml,中国与瑞士举行第12次人权对话,2023-07-06
./202307/t20230705_11108768.shtml,外交部亚洲司司长刘劲松会见日中友好会馆负责人,2023-07-05
./202307/t20230705_11108804.shtml,中国政府非洲事务特别代表刘豫锡访问乌干达,2023-07-05
./202307/t20230705_11108483.shtml,外交部礼宾司司长洪磊接受格林纳达新任驻华大使马岩递交国书副本,2023-07-05
./202307/t20230704_11107531.shtml,中国政府欧洲事务特别代表吴红波访问英国,2023-07-04
./202307/t20230704_11107529.shtml,中国政府欧洲事务特别代表吴红波应邀出席英国皇家国际问题研究所“2023伦敦会议”,2023-07-04
./202307/t20230704_11107504.shtml,外交部非洲之角事务特使薛冰同非洲之角国家代表举行座谈,2023-07-04
./202307/t20230704_11107278.shtml,中国政府欧亚事务特别代表李辉出席白俄罗斯独立日招待会,2023-07-04
./202307/t20230703_11106969.shtml,中德举行军控与防扩散磋商,2023-07-03
./202307/t20230703_11106942.shtml,外交部中国—中东欧国家合作事务特别代表姜瑜访问希腊、波兰、匈牙利,2023-07-03
./202307/t20230701_11106561.shtml,布基纳法索总统特拉奥雷会见中国政府非洲事务特别代表刘豫锡,2023-07-01
./202306/t20230630_11106361.shtml,中国与墨西哥举行首次人权对话,2023-06-30
./202306/t20230630_11105935.shtml,中国政府中东问题特使翟隽同联合国中东和平进程特别协调员温尼斯兰德通电话,2023-06-30
./202306/t20230628_11104907.shtml,中国政府拉美事务特别代表邱小琪访问哥伦比亚,2023-06-28
./202306/t20230626_11104141.shtml,中国政府朝鲜半岛事务特别代表刘晓明同俄罗斯副外长鲁登科举行磋商,2023-06-26
./202306/t20230625_11103070.shtml,中国政府拉美事务特别代表邱小琪访问智利,2023-06-25
./202306/t20230623_11102629.shtml,中国政府拉美事务特别代表邱小琪访问乌拉圭,2023-06-23
./202306/t20230621_11102191.shtml,外交部领事司司长吴玺出席“临甲7号沙龙——中国领事工作”专题吹风会,2023-06-21
./202306/t20230621_11101893.shtml,外交部礼宾司司长洪磊接受伊朗新任驻华大使巴赫蒂亚尔递交国书副本,2023-06-21
./202306/t20230621_11101851.shtml,外交部美大司司长杨涛向中外媒体介绍美国国务卿布林肯访华情况,2023-06-21
./202306/t20230621_11101653.shtml,外交部美大司司长杨涛指出美方将和平解决台湾问题作为“一中政策”核心内容是篡改其政治承诺,2023-06-21
./202306/t20230620_11101428.shtml,外交部美大司司长杨涛介绍中美五项共识,2023-06-20
./202306/t20230620_11100663.shtml,外交部礼宾司司长洪磊接受乌克兰新任驻华大使里亚比金递交国书副本,2023-06-20
./202306/t20230620_11100643.shtml,中国政府中东问题特使翟隽会见叙利亚驻华大使哈桑内,2023-06-20
./202306/t20230619_11099524.shtml,外交部非洲之角事务特使薛冰会见沙特阿拉伯助理国务大臣萨利赫,2023-06-19
./202306/t20230616_11099083.shtml,建议中韩青少年多读书、多交流、多从事助力中韩友好的事,2023-06-16
./202306/t20230615_11098349.shtml,外交部涉外安全事务司司长白天出席金砖国家反恐工作组第八次会议,2023-06-15
./202306/t20230613_11095815.shtml,外交部非洲之角事务特使薛冰出席伊加特第14届国家元首和政府首脑会议开幕式,2023-06-13
./202306/t20230613_11095804.shtml,外交部领事司司长吴玺出席土耳其驻成都总领事馆开馆仪式,2023-06-13
./202306/t20230612_11095389.shtml,外交部亚洲司司长刘劲松同日方举行工作磋商,2023-06-12
./202306/t20230612_11095132.shtml,外交部亚洲司司长刘劲松会见印尼外交部东亚司司长孙浩,2023-06-12
./202306/t20230610_11094709.shtml,中国政府欧亚事务特别代表李辉出席格鲁吉亚独立日招待会,2023-06-10
./202306/t20230609_11094381.shtml,中国政府中东问题特使翟隽会见土耳其驻华大使穆萨,2023-06-09
./202306/t20230609_11093576.shtml,外交部阿富汗事务特使岳晓勇会见伊朗外交部高官,2023-06-09
./202306/t20230608_11093191.shtml,外交部领事司司长吴玺会见土耳其驻华大使穆萨,2023-06-08
./202306/t20230607_11091261.shtml,首次中国—巴基斯坦—伊朗三方反恐安全磋商在北京举行,2023-06-07
./202306/t20230605_11089973.shtml,外交部亚洲司司长刘劲松会见马来西亚驻华大使努西尔万,2023-06-05
./202306/t20230605_11089882.shtml,阿拉伯国家联盟代表团访问新疆维吾尔自治区,2023-06-05
./202306/t20230602_11088644.shtml,中国政府欧亚事务特别代表李辉举行吹风会,2023-06-02
./202306/t20230601_11088157.shtml,外交部条法司与香港特区政府律政司举行涉港条法工作磋商,2023-06-01
./202306/t20230601_11087050.shtml,中印举行边境事务磋商和协调工作机制第27次会议,2023-06-01
./202305/t20230531_11086662.shtml,外交部亚洲司司长刘劲松会见印度媒体记者,2023-05-31
./202305/t20230530_11085889.shtml,外交部领事司司长吴玺与外国驻沪领团代表座谈,2023-05-30
./202305/t20230529_11085441.shtml,外交部领事司司长吴玺出席多米尼加驻上海总领馆开馆仪式,2023-05-29
./202305/t20230529_11085421.shtml,​中国与吉尔吉斯斯坦举行人权事务磋商,2023-05-29
./202305/t20230529_11085406.shtml,外交部礼宾司司长洪磊分别接受阿联酋、尼加拉瓜新任驻华大使递交国书副本,2023-05-29
./202305/t20230527_11084761.shtml,中国政府欧亚事务特别代表李辉同俄罗斯外长拉夫罗夫等举行会见会谈,2023-05-27
./202305/t20230526_11084464.shtml,中国政府欧亚事务特别代表李辉同欧盟官员举行会谈,2023-05-26
./202305/t20230526_11084444.shtml,外交部国际司司长申博会见联合国秘书长也门问题特使格伦德伯格,2023-05-26
./202305/t20230526_11083983.shtml,中国与不丹边界问题专家组第十二次会议联合新闻稿,2023-05-26
./202305/t20230525_11083655.shtml,中国与摩洛哥举行人权事务磋商,2023-05-25
./202305/t20230525_11083304.shtml,中国政府欧亚事务特别代表李辉同德国外交部国务秘书米夏埃利斯举行会谈,2023-05-25
./202305/t20230524_11082737.shtml,外交部国际经济司司长李克新出席联合国驻华发展系统年度研讨会,2023-05-24
./202305/t20230524_11082537.shtml,中国政府欧亚事务特别代表李辉同法国外交部政治和安全事务总司长蒙多洛尼举行会谈,2023-05-24
./202305/t20230523_11082086.shtml,外交部条法司司长马新民出席国际生物多样性日宣传活动,2023-05-23
./202305/t20230522_11081428.shtml,外交部亚洲司司长刘劲松同韩方举行外交磋商,2023-05-22
./202305/t20230519_11080366.shtml,中国政府欧亚事务特别代表李辉同波兰外交部副国务秘书格尔维尔举行会谈,2023-05-19
./202305/t20230518_11079594.shtml,中国政府中东问题特使翟隽会见伊拉克驻华大使赛义德,2023-05-18
./202305/t20230518_11079396.shtml,中国政府欧亚事务特别代表李辉访问乌克兰,2023-05-18
./202305/t20230517_11078980.shtml,外交部礼宾司副司长李响接受意大利新任驻华大使安博思递交国书副本,2023-05-17
./202305/t20230517_11078848.shtml,落实《南海各方行为宣言》第20次高官会在越南下龙市举行,2023-05-17
./202305/t20230517_11078836.shtml,中国政府非洲事务特别代表刘豫锡出席第二届中非文明对话大会,2023-05-17
